"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Liberia","Sierra Leone","2008","3579","3579","3579","3579"
"Liberia","Somalia","2008","1","1","1","1"
"Liberia","State of Palestine","2008","1","1","1","1"
"Liberia","Sudan","2008","10","10","10","10"
"Liberia","Togo","2008","3","3","4","4"
"Liberia","Uganda","2008","2","2","2","2"
"Libya","Algeria","2008","8","8","8","8"
"Libya","Bosnia and Herzegovina","2008","4","4","4","4"
"Libya","Burundi","2008","3","3","3","3"
"Libya","Cameroon","2008","1","1","1","1"
"Libya","Chad","2008","8","8","8","8"
"Libya","Côte d'Ivoire","2008","26","26","26","26"
"Libya","Dem. Rep. of the Congo","2008","32","32","32","32"
"Libya","Egypt","2008","4","4","4","4"
"Libya","Eritrea","2008","312","312","312","312"
"Libya","Ethiopia","2008","53","53","53","53"
"Libya","Iraq","2008","2217","2217","2217","2217"
"Libya","Liberia","2008","147","147","147","147"
"Libya","Mauritania","2008","2","2","2","2"
"Libya","Nigeria","2008","2","2","2","2"
"Libya","Rwanda","2008","9","9","9","9"
"Libya","Sierra Leone","2008","94","94","94","94"
"Libya","Somalia","2008","573","573","573","573"
"Libya","State of Palestine","2008","2842","2842","2842","2842"
"Libya","Sudan","2008","372","372","372","372"
"Libya","Togo","2008","1","1","1","1"
"Libya","United Rep. of Tanzania","2008","3","3","3","3"
"Liechtenstein","Algeria","2008","1","","1",""
"Liechtenstein","Armenia","2008","14","","14",""
"Liechtenstein","Bosnia and Herzegovina","2008","2","","2",""
"Liechtenstein","Islamic Rep. of Iran","2008","2","","2",""
"Liechtenstein","Serbia (and Kosovo: S/RES/1244 (1999))","2008","62","","62",""
"Liechtenstein","Various","2008","8","","8",""
"Lithuania","Afghanistan","2008","97","","97",""
"Lithuania","Azerbaijan","2008","3","","3",""
"Lithuania","Belarus","2008","8","","8",""
"Lithuania","Cameroon","2008","5","","5",""
"Lithuania","Cuba","2008","3","","3",""
"Lithuania","Dem. Rep. of the Congo","2008","1","","1",""
"Lithuania","Eritrea","2008","3","","3",""
"Lithuania","Ethiopia","2008","3","","3",""
"Lithuania","Georgia","2008","2","","2",""
"Lithuania","Iraq","2008","12","","12",""
"Lithuania","Islamic Rep. of Iran","2008","6","","6",""
"Lithuania","Israel","2008","2","","2",""
"Lithuania","Nigeria","2008","4","","4",""
"Lithuania","Pakistan","2008","2","","2",""
"Lithuania","Russian Federation","2008","553","","553",""
"Lithuania","Somalia","2008","22","","22",""
"Lithuania","Sri Lanka","2008","1","","1",""
"Lithuania","Stateless","2008","6","","6",""
"Lithuania","Syrian Arab Rep.","2008","3","","3",""
"Lithuania","Tajikistan","2008","1","","1",""
"Lithuania","Togo","2008","1","","1",""
"Lithuania","Uzbekistan","2008","10","","10",""
"Lithuania","Viet Nam","2008","1","","1",""
"Lithuania","Yemen","2008","1","","1",""
"Lithuania","Zimbabwe","2008","1","","1",""
"Luxembourg","Various","2008","3109","","3109",""
"Malawi","Burundi","2008","805","805","805","805"
"Malawi","Dem. Rep. of the Congo","2008","1577","1577","1577","1577"
"Malawi","Eritrea","2008","1","1","1","1"
"Malawi","Ethiopia","2008","1","1","1","1"
"Malawi","Rwanda","2008","1774","1774","1774","1774"
"Malawi","Somalia","2008","13","13","13","13"
"Malawi","Sudan","2008","3","3","3","3"
"Malawi","Uganda","2008","1","1","1","1"
"Malaysia","Afghanistan","2008","62","62","62","62"
"Malaysia","Algeria","2008","1","1","1","1"
"Malaysia","Bangladesh","2008","4","4","4","4"
"Malaysia","Bhutan","2008","3","3","3","3"
"Malaysia","Burundi","2008","1","1","1","1"
"Malaysia","Cambodia","2008","14","14","22","22"
"Malaysia","Chad","2008","2","2","2","2"
"Malaysia","China","2008","28","28","28","28"
"Malaysia","Congo","2008","1","1","1","1"
"Malaysia","Côte d'Ivoire","2008","3","3","3","3"
"Malaysia","Dem. Rep. of the Congo","2008","4","4","4","4"
"Malaysia","Eritrea","2008","4","4","4","4"
"Malaysia","Ethiopia","2008","2","2","2","2"
"Malaysia","Indonesia","2008","4","4","497","497"
"Malaysia","Iraq","2008","327","327","327","327"
"Malaysia","Islamic Rep. of Iran","2008","18","18","18","18"
"Malaysia","Lebanon","2008","","","1","1"
"Malaysia","Liberia","2008","13","13","13","13"
"Malaysia","Myanmar","2008","33715","33715","33781","33781"
"Malaysia","Nepal","2008","8","8","8","8"
"Malaysia","Nigeria","2008","1","1","1","1"
"Malaysia","Pakistan","2008","12","12","12","12"
"Malaysia","Philippines","2008","","","1","1"
"Malaysia","Russian Federation","2008","4","4","4","4"
"Malaysia","Rwanda","2008","1","1","1","1"
"Malaysia","Sierra Leone","2008","1","1","1","1"
"Malaysia","Somalia","2008","365","365","365","365"
"Malaysia","Sri Lanka","2008","1232","1232","1232","1232"
"Malaysia","State of Palestine","2008","105","105","105","105"
"Malaysia","Sudan","2008","21","21","21","21"
"Malaysia","Thailand","2008","122","122","136","136"
"Malaysia","Tunisia","2008","3","3","3","3"
"Malaysia","Viet Nam","2008","4","4","4","4"
"Malaysia","Western Sahara","2008","1","1","1","1"
"Malaysia","Zimbabwe","2008","2","2","2","2"
"Mali","Algeria","2008","1","1","1","1"
"Mali","Benin","2008","9","9","9","9"
"Mali","Burkina Faso","2008","1","1","1","1"
"Mali","Burundi","2008","51","51","51","51"
"Mali","Cameroon","2008","20","20","20","20"
"Mali","Central African Rep.","2008","6","6","6","6"
"Mali","Chad","2008","42","42","42","42"
"Mali","Congo","2008","45","45","45","45"
"Mali","Côte d'Ivoire","2008","2078","2078","2078","2078"
"Mali","Dem. Rep. of the Congo","2008","131","131","131","131"
"Mali","Eritrea","2008","5","5","5","5"
"Mali","Ethiopia","2008","9","9","9","9"
"Mali","Gambia","2008","5","5","5","5"
"Mali","Ghana","2008","11","11","11","11"
"Mali","Guinea","2008","1","1","1","1"
"Mali","Guinea-Bissau","2008","19","19","19","19"
"Mali","Liberia","2008","82","82","82","82"
"Mali","Mauritania","2008","6157","6157","6157","6157"
"Mali","Nigeria","2008","76","76","76","76"
"Mali","Rwanda","2008","80","80","80","80"
"Mali","Senegal","2008","27","27","27","27"
"Mali","Sierra Leone","2008","665","665","665","665"
"Mali","Togo","2008","56","56","56","56"
"Mali","Uganda","2008","1","1","1","1"
"Malta","Afghanistan","2008","8","","8",""
"Malta","Algeria","2008","16","","16",""
"Malta","Côte d'Ivoire","2008","25","","25",""
"Malta","Dem. Rep. of the Congo","2008","68","","68",""
"Malta","Egypt","2008","4","","4",""
"Malta","Eritrea","2008","990","","990",""
"Malta","Ethiopia","2008","49","","49",""
"Malta","Iraq","2008","68","","68",""
"Malta","Islamic Rep. of Iran","2008","3","","3",""
"Malta","Latvia","2008","4","","4",""
"Malta","Liberia","2008","6","","6",""
"Malta","Libya","2008","10","","10",""
"Malta","Mali","2008","2","","2",""
"Malta","Morocco","2008","8","","8",""
"Malta","Nigeria","2008","2","","2",""
"Malta","Pakistan","2008","2","","2",""
"Malta","Rwanda","2008","1","","1",""
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2008","17","","17",""
"Malta","Sierra Leone","2008","22","","22",""
"Malta","Slovenia","2008","3","","3",""
"Malta","Somalia","2008","2084","","2084",""
"Malta","Sri Lanka","2008","19","","19",""
"Malta","State of Palestine","2008","31","","31",""
"Malta","Sudan","2008","244","","244",""
"Malta","Syrian Arab Rep.","2008","11","","11",""
"Malta","Tunisia","2008","2","","2",""
"Malta","Turkey","2008","23","","23",""
"Malta","Various","2008","609","","609",""
"Mauritania","Angola","2008","2","","2",""
"Mauritania","Cameroon","2008","2","","2",""
"Mauritania","Central African Rep.","2008","11","3","11","3"
"Mauritania","Chad","2008","5","5","5","5"
"Mauritania","Congo","2008","19","7","19","7"
"Mauritania","Côte d'Ivoire","2008","295","237","295","237"
"Mauritania","Dem. Rep. of the Congo","2008","73","35","73","35"
"Mauritania","Guinea","2008","10","1","10","1"
"Mauritania","India","2008","1","","1",""
"Mauritania","Iraq","2008","50","30","50","30"
"Mauritania","Liberia","2008","185","89","185","89"
"Mauritania","Morocco","2008","1","","1",""
"Mauritania","Senegal","2008","3","","3",""
"Mauritania","Sierra Leone","2008","317","189","317","189"
"Mauritania","State of Palestine","2008","3","2","3","2"
"Mauritania","Sudan","2008","10","3","10","3"
"Mauritania","Togo","2008","51","38","51","38"
"Mauritania","Tunisia","2008","2","2","2","2"
"Mauritania","Uganda","2008","1","1","1","1"
"Mauritania","Western Sahara","2008","","","26000",""
"Mexico","Afghanistan","2008","1","","1",""
"Mexico","Albania","2008","4","","4",""
"Mexico","Algeria","2008","1","","1",""
"Mexico","Angola","2008","4","","4",""
"Mexico","Bangladesh","2008","4","","4",""
"Mexico","Bolivia (Plurinational State of)","2008","1","","1",""
"Mexico","Burundi","2008","1","","1",""
"Mexico","Cameroon","2008","5","5","5","5"
"Mexico","Chile","2008","2","","2",""
"Mexico","China","2008","4","","4",""
"Mexico","Colombia","2008","178","25","178","25"
"Mexico","Congo","2008","8","","8",""
"Mexico","Côte d'Ivoire","2008","6","","6",""
"Mexico","Cuba","2008","20","9","20","9"
"Mexico","Dem. People's Rep. of Korea","2008","1","","1",""
"Mexico","Dem. Rep. of the Congo","2008","40","10","40","10"
"Mexico","Ecuador","2008","1","","1",""
"Mexico","El Salvador","2008","171","","171",""
"Mexico","Eritrea","2008","4","","4",""
"Mexico","Ethiopia","2008","10","","10",""
"Mexico","Ghana","2008","3","","3",""
"Mexico","Guatemala","2008","274","17","274","17"
"Mexico","Haiti","2008","126","10","126","10"
"Mexico","Honduras","2008","43","","43",""
"Mexico","India","2008","3","","3",""
"Mexico","Indonesia","2008","1","","1",""
"Mexico","Iraq","2008","35","5","35","5"
"Mexico","Islamic Rep. of Iran","2008","7","","7",""
"Mexico","Jamaica","2008","1","","1",""
"Mexico","Jordan","2008","1","","1",""
"Mexico","Kenya","2008","1","","1",""
"Mexico","Lebanon","2008","1","","1",""
"Mexico","Myanmar","2008","8","2","8","2"
"Mexico","Nepal","2008","5","","5",""
"Mexico","Nicaragua","2008","11","","11",""
"Mexico","Nigeria","2008","3","","3",""
"Mexico","Peru","2008","8","","8",""
"Mexico","Rep. of Korea","2008","1","","1",""
"Mexico","Romania","2008","13","","13",""
"Mexico","Russian Federation","2008","6","","6",""
"Mexico","Senegal","2008","2","","2",""
"Mexico","Serbia (and Kosovo: S/RES/1244 (1999))","2008","2","","2",""
"Mexico","Sierra Leone","2008","1","","1",""
"Mexico","Somalia","2008","2","","2",""
"Mexico","Sri Lanka","2008","6","","6",""
"Mexico","State of Palestine","2008","5","","5",""
"Mexico","Sudan","2008","8","","8",""
"Mexico","The former Yugoslav Rep. of Macedonia","2008","1","","1",""
"Mexico","Togo","2008","1","","1",""
"Mexico","Tunisia","2008","1","","1",""
"Mexico","Turkey","2008","1","","1",""
"Mexico","Uzbekistan","2008","2","","2",""
"Mexico","Venezuela (Bolivarian Republic of)","2008","5","","5",""
"Mexico","Viet Nam","2008","1","","1",""
"Micronesia (Federated States of)","Myanmar","2008","1","","1",""
"Mongolia","China","2008","11","","11",""
"Montenegro","Belarus","2008","1","1","1","1"
"Montenegro","Bosnia and Herzegovina","2008","6168","6168","6168","6168"
"Montenegro","Croatia","2008","2361","2361","2361","2361"
"Montenegro","Serbia (and Kosovo: S/RES/1244 (1999))","2008","16210","16210","16210","16210"
"Montenegro","The former Yugoslav Rep. of Macedonia","2008","1","1","1","1"
"Morocco","Algeria","2008","5","5","5","5"
"Morocco","Angola","2008","4","4","4","4"
"Morocco","Cameroon","2008","4","4","4","4"
"Morocco","Central African Rep.","2008","1","1","1","1"
"Morocco","Chad","2008","4","4","4","4"
"Morocco","China","2008","4","4","4","4"
"Morocco","Congo","2008","13","13","13","13"
"Morocco","Côte d'Ivoire","2008","282","282","282","282"
"Morocco","Dem. Rep. of the Congo","2008","213","213","213","213"
"Morocco","Eritrea","2008","1","1","1","1"
"Morocco","Guinea","2008","1","1","1","1"
"Morocco","Iraq","2008","135","135","135","135"
"Morocco","Islamic Rep. of Iran","2008","1","1","1","1"
"Morocco","Liberia","2008","22","22","22","22"
"Morocco","Niger","2008","1","1","1","1"
"Morocco","Nigeria","2008","5","5","5","5"
"Morocco","Pakistan","2008","7","7","7","7"
"Morocco","Rwanda","2008","4","4","4","4"
"Morocco","Sierra Leone","2008","20","20","20","20"
"Morocco","Somalia","2008","3","3","3","3"
"Morocco","Sri Lanka","2008","1","1","1","1"
"Morocco","State of Palestine","2008","25","25","25","25"
"Morocco","Sudan","2008","6","6","6","6"
"Morocco","Togo","2008","1","1","1","1"
"Morocco","Tunisia","2008","3","3","3","3"
"Mozambique","Afghanistan","2008","1","","1",""
"Mozambique","Angola","2008","1","","1",""
"Mozambique","Burundi","2008","718","202","718","202"
"Mozambique","Congo","2008","20","14","20","14"
"Mozambique","Dem. Rep. of the Congo","2008","1677","1378","1677","1378"
"Mozambique","Liberia","2008","1","","1",""
"Mozambique","Madagascar","2008","1","","1",""
"Mozambique","Rwanda","2008","720","208","720","208"
"Mozambique","Sierra Leone","2008","1","","1",""
"Mozambique","Somalia","2008","21","","21",""
"Mozambique","Sudan","2008","1","","1",""
"Mozambique","Uganda","2008","1","","1",""
"Namibia","Angola","2008","5916","5916","5916","5916"
"Namibia","Burundi","2008","127","127","127","127"
"Namibia","Cameroon","2008","1","1","1","1"
"Namibia","Central African Rep.","2008","2","2","2","2"
"Namibia","Congo","2008","9","9","9","9"
"Namibia","Dem. Rep. of the Congo","2008","675","675","675","675"
"Namibia","Rwanda","2008","62","62","62","62"
"Namibia","Sierra Leone","2008","3","3","3","3"
"Namibia","Uganda","2008","2","2","2","2"
"Namibia","Western Sahara","2008","1","1","1","1"
"Namibia","Zimbabwe","2008","1","1","1","1"
"Nepal","Bangladesh","2008","1","1","1","1"
"Nepal","Bhutan","2008","102087","102087","104587","102087"
"Nepal","China","2008","1","1","1","1"
"Nepal","Ethiopia","2008","4","4","4","4"
"Nepal","Iraq","2008","2","2","2","2"
"Nepal","Islamic Rep. of Iran","2008","1","1","1","1"
"Nepal","Myanmar","2008","13","12","13","12"
"Nepal","Pakistan","2008","146","146","146","146"
"Nepal","Somalia","2008","75","75","75","75"
"Nepal","Sri Lanka","2008","2","","2",""
"Nepal","Tibetans","2008","20000","","20000",""
"Netherlands","Afghanistan","2008","13477","","13477",""
"Netherlands","Albania","2008","67","","67",""
"Netherlands","Algeria","2008","136","","136",""
"Netherlands","Andorra","2008","1","","1",""
"Netherlands","Angola","2008","2663","","2663",""
"Netherlands","Argentina","2008","1","","1",""
"Netherlands","Armenia","2008","1076","","1076",""
"Netherlands","Azerbaijan","2008","2152","","2152",""
"Netherlands","Bahrain","2008","1","","1",""
"Netherlands","Bangladesh","2008","39","","39",""
"Netherlands","Belarus","2008","97","","97",""
"Netherlands","Belgium","2008","1","","1",""
"Netherlands","Belize","2008","1","","1",""
"Netherlands","Benin","2008","11","","11",""
"Netherlands","Bhutan","2008","62","","62",""
"Netherlands","Bosnia and Herzegovina","2008","964","","964",""
"Netherlands","Brazil","2008","4","","4",""
"Netherlands","Bulgaria","2008","7","","7",""
"Netherlands","Burkina Faso","2008","7","","7",""
"Netherlands","Burundi","2008","2356","","2356",""
"Netherlands","Cabo Verde","2008","1","","1",""
"Netherlands","Cambodia","2008","14","","14",""
"Netherlands","Cameroon","2008","207","","207",""
"Netherlands","Central African Rep.","2008","8","","8",""
"Netherlands","Chad","2008","22","","22",""
"Netherlands","Chile","2008","2","","2",""
"Netherlands","China","2008","1346","","1346",""
"Netherlands","Colombia","2008","295","","295",""
"Netherlands","Congo","2008","739","","739",""
"Netherlands","Côte d'Ivoire","2008","472","","472",""
"Netherlands","Croatia","2008","66","","66",""
"Netherlands","Cuba","2008","9","","9",""
"Netherlands","Czech Rep.","2008","12","","12",""
"Netherlands","Dem. People's Rep. of Korea","2008","29","","29",""
"Netherlands","Dem. Rep. of the Congo","2008","1152","","1152",""
"Netherlands","Djibouti","2008","11","","11",""
"Netherlands","Ecuador","2008","3","","3",""
"Netherlands","Egypt","2008","21","","21",""
"Netherlands","Equatorial Guinea","2008","1","","1",""
"Netherlands","Eritrea","2008","917","","917",""
"Netherlands","Ethiopia","2008","609","","609",""
"Netherlands","France","2008","1","","1",""
"Netherlands","Gabon","2008","3","","3",""
"Netherlands","Gambia","2008","14","","14",""
"Netherlands","Georgia","2008","282","","282",""
"Netherlands","Germany","2008","3","","3",""
"Netherlands","Ghana","2008","3","","3",""
"Netherlands","Greece","2008","1","","1",""
"Netherlands","Guinea","2008","1038","","1038",""
"Netherlands","Guinea-Bissau","2008","21","","21",""
"Netherlands","Haiti","2008","2","","2",""
"Netherlands","Honduras","2008","4","","4",""
"Netherlands","Hungary","2008","2","","2",""
"Netherlands","India","2008","15","","15",""
"Netherlands","Indonesia","2008","36","","36",""
"Netherlands","Iraq","2008","15553","","15553",""
"Netherlands","Islamic Rep. of Iran","2008","2956","","2956",""
"Netherlands","Israel","2008","1","","1",""
"Netherlands","Jamaica","2008","4","","4",""
"Netherlands","Jordan","2008","7","","7",""
"Netherlands","Kazakhstan","2008","132","","132",""
"Netherlands","Kenya","2008","25","","25",""
"Netherlands","Kuwait","2008","10","","10",""
"Netherlands","Kyrgyzstan","2008","63","","63",""
"Netherlands","Latvia","2008","3","","3",""
"Netherlands","Lebanon","2008","79","","79",""
"Netherlands","Liberia","2008","530","","530",""
"Netherlands","Libya","2008","157","","157",""
"Netherlands","Lithuania","2008","3","","3",""
"Netherlands","Malawi","2008","1","","1",""
"Netherlands","Malaysia","2008","2","","2",""
"Netherlands","Mali","2008","6","","6",""
"Netherlands","Mauritania","2008","80","","80",""
"Netherlands","Mexico","2008","1","","1",""
"Netherlands","Mongolia","2008","55","","55",""
"Netherlands","Morocco","2008","14","","14",""
"Netherlands","Mozambique","2008","2","","2",""
"Netherlands","Myanmar","2008","395","","395",""
"Netherlands","Nepal","2008","213","","213",""
"Netherlands","Niger","2008","81","","81",""
"Netherlands","Nigeria","2008","202","","202",""
"Netherlands","Pakistan","2008","191","","191",""
"Netherlands","Peru","2008","2","","2",""
"Netherlands","Philippines","2008","17","","17",""
"Netherlands","Rep. of Korea","2008","8","","8",""
"Netherlands","Rep. of Moldova","2008","15","","15",""
"Netherlands","Romania","2008","26","","26",""
"Netherlands","Russian Federation","2008","1206","","1206",""
"Netherlands","Rwanda","2008","920","","920",""
"Netherlands","Saudi Arabia","2008","16","","16",""
"Netherlands","Senegal","2008","6","","6",""
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2008","1991","","1991",""
"Netherlands","Sierra Leone","2008","3783","","3783",""
"Netherlands","Slovakia","2008","30","","30",""
"Netherlands","Somalia","2008","8565","","8565",""
"Netherlands","South Africa","2008","3","","3",""
"Netherlands","Spain","2008","1","","1",""
"Netherlands","Sri Lanka","2008","644","","644",""
"Netherlands","State of Palestine","2008","10","","10",""
"Netherlands","Stateless","2008","800","","800",""
"Netherlands","Sudan","2008","2324","","2324",""
"Netherlands","Suriname","2008","5","","5",""
"Netherlands","Sweden","2008","1","","1",""
"Netherlands","Syrian Arab Rep.","2008","1326","","1326",""
"Netherlands","Tajikistan","2008","55","","55",""
"Netherlands","The former Yugoslav Rep. of Macedonia","2008","22","","22",""
"Netherlands","Togo","2008","250","","250",""
"Netherlands","Tunisia","2008","49","","49",""
"Netherlands","Turkey","2008","804","","804",""
"Netherlands","Turkmenistan","2008","23","","23",""
"Netherlands","Uganda","2008","112","","112",""
"Netherlands","Ukraine","2008","170","","170",""
"Netherlands","United Kingdom","2008","1","","1",""
"Netherlands","United Rep. of Tanzania","2008","10","","10",""
"Netherlands","United States","2008","1","","1",""
"Netherlands","Uzbekistan","2008","212","","212",""
"Netherlands","Various","2008","2826","","2826",""
"Netherlands","Viet Nam","2008","50","","50",""
"Netherlands","Yemen","2008","42","","42",""
"Netherlands","Zimbabwe","2008","24","","24",""
"New Zealand","Afghanistan","2008","167","","167",""
"New Zealand","Albania","2008","3","","3",""
"New Zealand","Algeria","2008","23","","23",""
"New Zealand","Angola","2008","2","","2",""
"New Zealand","Bahrain","2008","2","","2",""
"New Zealand","Bangladesh","2008","6","","6",""
"New Zealand","Belarus","2008","1","","1",""
"New Zealand","Bolivia (Plurinational State of)","2008","1","","1",""
"New Zealand","Brazil","2008","1","","1",""
"New Zealand","Bulgaria","2008","7","","7",""
"New Zealand","Burundi","2008","1","","1",""
"New Zealand","Cambodia","2008","10","","10",""
"New Zealand","Cameroon","2008","3","","3",""
"New Zealand","Chile","2008","6","","6",""
"New Zealand","China","2008","101","","101",""
"New Zealand","Colombia","2008","33","","33",""
"New Zealand","Congo","2008","13","","13",""
"New Zealand","Cuba","2008","4","","4",""
"New Zealand","Czech Rep.","2008","61","","61",""
"New Zealand","Dem. People's Rep. of Korea","2008","1","","1",""
"New Zealand","Dem. Rep. of the Congo","2008","7","","7",""
"New Zealand","Dominican Rep.","2008","2","","2",""
"New Zealand","Egypt","2008","8","","8",""
"New Zealand","Eritrea","2008","7","","7",""
"New Zealand","Ethiopia","2008","22","","22",""
"New Zealand","Fiji","2008","1","","1",""
"New Zealand","Georgia","2008","1","","1",""
"New Zealand","Guinea","2008","1","","1",""
"New Zealand","Hungary","2008","1","","1",""
"New Zealand","India","2008","12","","12",""
"New Zealand","Iraq","2008","237","","237",""
"New Zealand","Islamic Rep. of Iran","2008","473","","473",""
"New Zealand","Israel","2008","4","","4",""
"New Zealand","Jordan","2008","15","","15",""
"New Zealand","Kenya","2008","1","","1",""
"New Zealand","Kiribati","2008","1","","1",""
"New Zealand","Kuwait","2008","50","","50",""
"New Zealand","Kyrgyzstan","2008","8","","8",""
"New Zealand","Lao People's Dem. Rep.","2008","3","","3",""
"New Zealand","Lebanon","2008","11","","11",""
"New Zealand","Liberia","2008","5","","5",""
"New Zealand","Libya","2008","8","","8",""
"New Zealand","Macao SAR, China","2008","1","","1",""
"New Zealand","Madagascar","2008","3","","3",""
"New Zealand","Malaysia","2008","6","","6",""
"New Zealand","Mongolia","2008","5","","5",""
"New Zealand","Morocco","2008","4","","4",""
"New Zealand","Myanmar","2008","43","","43",""
"New Zealand","Nepal","2008","17","","17",""
"New Zealand","Nigeria","2008","3","","3",""
"New Zealand","Pakistan","2008","22","","22",""
"New Zealand","Papua New Guinea","2008","1","","1",""
"New Zealand","Rep. of Korea","2008","1","","1",""
"New Zealand","Russian Federation","2008","2","","2",""
"New Zealand","Rwanda","2008","4","","4",""
"New Zealand","Saudi Arabia","2008","7","","7",""
"New Zealand","Serbia (and Kosovo: S/RES/1244 (1999))","2008","5","","5",""
"New Zealand","Sierra Leone","2008","3","","3",""
"New Zealand","Slovakia","2008","7","","7",""
"New Zealand","Solomon Islands","2008","1","","1",""
"New Zealand","Somalia","2008","62","","62",""
"New Zealand","South Africa","2008","1","","1",""
"New Zealand","Sri Lanka","2008","206","","206",""
"New Zealand","State of Palestine","2008","7","","7",""
"New Zealand","Stateless","2008","2","","2",""
"New Zealand","Sudan","2008","18","","18",""
"New Zealand","Syrian Arab Rep.","2008","33","","33",""
"New Zealand","Thailand","2008","1","","1",""
"New Zealand","The former Yugoslav Rep. of Macedonia","2008","1","","1",""
"New Zealand","Togo","2008","1","","1",""
"New Zealand","Tunisia","2008","4","","4",""
"New Zealand","Turkey","2008","18","","18",""
"New Zealand","Ukraine","2008","1","","1",""
"New Zealand","Various","2008","761","","761",""
"New Zealand","Viet Nam","2008","10","","10",""
"New Zealand","Yemen","2008","1","","1",""
"New Zealand","Zimbabwe","2008","130","","130",""
"Nicaragua","Colombia","2008","13","1","13","1"
"Nicaragua","Cuba","2008","5","6","5","6"
"Nicaragua","El Salvador","2008","114","43","114","43"
"Nicaragua","Ghana","2008","1","","1",""
"Nicaragua","Guatemala","2008","2","1","2","1"
"Nicaragua","India","2008","1","","1",""
"Nicaragua","Liberia","2008","1","","1",""
"Nicaragua","Niger","2008","1","","1",""
"Nicaragua","Peru","2008","2","","2",""
"Nicaragua","Sierra Leone","2008","3","","3",""
"Nicaragua","Somalia","2008","3","","3",""
"Nicaragua","United Rep. of Tanzania","2008","1","","1",""
"Niger","Cameroon","2008","2","2","2","2"
"Niger","Central African Rep.","2008","3","3","3","3"
"Niger","Chad","2008","137","11","137","11"
"Niger","Congo","2008","5","5","5","5"
"Niger","Côte d'Ivoire","2008","27","27","27","27"
"Niger","Dem. Rep. of the Congo","2008","89","89","89","89"
"Niger","Iraq","2008","6","6","6","6"
"Niger","Liberia","2008","2","2","2","2"
"Niger","Rwanda","2008","24","24","24","24"
"Niger","Somalia","2008","9","9","9","9"
"Niger","Sudan","2008","14","14","14","14"
"Niger","Togo","2008","2","2","2","2"
"Nigeria","Angola","2008","8","8","8","8"
"Nigeria","Burundi","2008","6","6","6","6"
"Nigeria","Cameroon","2008","1819","1819","1819","1819"
"Nigeria","Central African Rep.","2008","7","7","7","7"
"Nigeria","Chad","2008","112","112","112","112"
"Nigeria","Congo","2008","3","3","3","3"
"Nigeria","Côte d'Ivoire","2008","36","36","36","36"
"Nigeria","Dem. Rep. of the Congo","2008","773","773","773","773"
"Nigeria","Equatorial Guinea","2008","4","4","4","4"
"Nigeria","Eritrea","2008","10","10","10","10"
"Nigeria","Ethiopia","2008","29","29","29","29"
"Nigeria","Ghana","2008","69","69","69","69"
"Nigeria","Guinea","2008","25","25","25","25"
"Nigeria","Guinea-Bissau","2008","5","5","5","5"
"Nigeria","Liberia","2008","5303","5303","5303","5303"
"Nigeria","Libya","2008","1","1","1","1"
"Nigeria","Rwanda","2008","36","36","36","36"
"Nigeria","Sierra Leone","2008","1634","1634","1634","1634"
"Nigeria","Somalia","2008","19","19","19","19"
"Nigeria","Sri Lanka","2008","13","13","13","13"
"Nigeria","State of Palestine","2008","6","6","6","6"
"Nigeria","Sudan","2008","188","188","188","188"
"Nigeria","Togo","2008","14","14","14","14"
"Nigeria","Uganda","2008","4","4","4","4"
"Norway","Afghanistan","2008","3418","","3418",""
"Norway","Albania","2008","61","","61",""
"Norway","Algeria","2008","90","","90",""
"Norway","Angola","2008","169","","169",""
"Norway","Armenia","2008","83","","83",""
"Norway","Azerbaijan","2008","72","","72",""
"Norway","Bangladesh","2008","23","","23",""
"Norway","Belarus","2008","69","","69",""
"Norway","Belgium","2008","1","","1",""
"Norway","Benin","2008","3","","3",""
"Norway","Bhutan","2008","14","","14",""
"Norway","Bosnia and Herzegovina","2008","317","","317",""
"Norway","Brunei Darussalam","2008","1","","1",""
"Norway","Bulgaria","2008","13","","13",""
"Norway","Burkina Faso","2008","3","","3",""
"Norway","Burundi","2008","398","","398",""
"Norway","Cabo Verde","2008","1","","1",""
"Norway","Cambodia","2008","6","","6",""
"Norway","Cameroon","2008","29","","29",""
"Norway","Central African Rep.","2008","1","","1",""
"Norway","Chad","2008","2","","2",""
"Norway","Chile","2008","2","","2",""
"Norway","China","2008","265","","265",""
"Norway","Colombia","2008","174","","174",""
"Norway","Congo","2008","48","","48",""
"Norway","Côte d'Ivoire","2008","24","","24",""
"Norway","Croatia","2008","904","","904",""
"Norway","Dem. People's Rep. of Korea","2008","13","","13",""
"Norway","Dem. Rep. of the Congo","2008","212","","212",""
"Norway","Ecuador","2008","3","","3",""
"Norway","Egypt","2008","6","","6",""
"Norway","El Salvador","2008","5","","5",""
"Norway","Eritrea","2008","1700","","1700",""
"Norway","Estonia","2008","1","","1",""
"Norway","Ethiopia","2008","876","","876",""
"Norway","Fiji","2008","1","","1",""
"Norway","Gambia","2008","2","","2",""
"Norway","Georgia","2008","55","","55",""
"Norway","Germany","2008","1","","1",""
"Norway","Ghana","2008","1","","1",""
