"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Cyprus","Afghanistan","2005","3","","3",""
"Cyprus","Algeria","2005","4","","4",""
"Cyprus","Armenia","2005","8","","8",""
"Cyprus","Bangladesh","2005","1","","1",""
"Cyprus","Bosnia and Herzegovina","2005","15","","15",""
"Cyprus","Cameroon","2005","5","","5",""
"Cyprus","Dem. Rep. of the Congo","2005","8","","8",""
"Cyprus","Egypt","2005","15","","15",""
"Cyprus","Ethiopia","2005","4","","4",""
"Cyprus","Georgia","2005","5","","5",""
"Cyprus","Ghana","2005","1","","1",""
"Cyprus","Indonesia","2005","1","","1",""
"Cyprus","Iraq","2005","21","","21",""
"Cyprus","Islamic Rep. of Iran","2005","302","","302",""
"Cyprus","Jordan","2005","9","","9",""
"Cyprus","Kyrgyzstan","2005","3","","3",""
"Cyprus","Lebanon","2005","16","","16",""
"Cyprus","Libya","2005","1","","1",""
"Cyprus","Pakistan","2005","9","","9",""
"Cyprus","Rep. of Moldova","2005","4","","4",""
"Cyprus","Russian Federation","2005","32","","32",""
"Cyprus","Serbia (and Kosovo: S/RES/1244 (1999))","2005","40","","40",""
"Cyprus","Sierra Leone","2005","14","","14",""
"Cyprus","Somalia","2005","2","","2",""
"Cyprus","Sri Lanka","2005","5","","5",""
"Cyprus","State of Palestine","2005","60","","60",""
"Cyprus","Stateless","2005","1","","1",""
"Cyprus","Sudan","2005","1","","1",""
"Cyprus","Syrian Arab Rep.","2005","42","","42",""
"Cyprus","Tajikistan","2005","1","","1",""
"Cyprus","Turkey","2005","52","","52",""
"Cyprus","Ukraine","2005","12","","12",""
"Cyprus","Uzbekistan","2005","4","","4",""
"Czech Rep.","Afghanistan","2005","241","241","241","241"
"Czech Rep.","Albania","2005","14","14","14","14"
"Czech Rep.","Algeria","2005","1","1","1","1"
"Czech Rep.","Angola","2005","21","21","21","21"
"Czech Rep.","Armenia","2005","83","83","83","83"
"Czech Rep.","Azerbaijan","2005","26","26","26","26"
"Czech Rep.","Belarus","2005","171","171","171","171"
"Czech Rep.","Bosnia and Herzegovina","2005","13","13","13","13"
"Czech Rep.","Bulgaria","2005","36","36","36","36"
"Czech Rep.","China","2005","7","7","7","7"
"Czech Rep.","Croatia","2005","3","3","3","3"
"Czech Rep.","Cuba","2005","27","27","27","27"
"Czech Rep.","Ethiopia","2005","10","10","10","10"
"Czech Rep.","Georgia","2005","26","26","26","26"
"Czech Rep.","Ghana","2005","19","19","19","19"
"Czech Rep.","Guinea","2005","5","5","5","5"
"Czech Rep.","Iraq","2005","86","86","86","86"
"Czech Rep.","Islamic Rep. of Iran","2005","35","35","35","35"
"Czech Rep.","Jordan","2005","1","1","1","1"
"Czech Rep.","Kazakhstan","2005","42","42","42","42"
"Czech Rep.","Kyrgyzstan","2005","12","12","12","12"
"Czech Rep.","Liberia","2005","4","4","4","4"
"Czech Rep.","Nigeria","2005","19","19","19","19"
"Czech Rep.","Pakistan","2005","8","8","8","8"
"Czech Rep.","Rep. of Moldova","2005","8","8","8","8"
"Czech Rep.","Romania","2005","163","163","163","163"
"Czech Rep.","Russian Federation","2005","354","354","354","354"
"Czech Rep.","Senegal","2005","2","2","2","2"
"Czech Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2005","74","74","74","74"
"Czech Rep.","Somalia","2005","1","1","1","1"
"Czech Rep.","South Africa","2005","4","4","4","4"
"Czech Rep.","Sri Lanka","2005","11","11","11","11"
"Czech Rep.","Stateless","2005","16","16","16","16"
"Czech Rep.","Sudan","2005","8","8","8","8"
"Czech Rep.","Syrian Arab Rep.","2005","13","13","13","13"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2005","3","3","3","3"
"Czech Rep.","Turkey","2005","17","17","17","17"
"Czech Rep.","Turkmenistan","2005","8","8","8","8"
"Czech Rep.","Ukraine","2005","45","45","45","45"
"Czech Rep.","Uzbekistan","2005","21","21","21","21"
"Czech Rep.","Various","2005","74","74","74","74"
"Czech Rep.","Viet Nam","2005","70","70","70","70"
"Dem. Rep. of the Congo","Angola","2005","106772","5848","106772","5848"
"Dem. Rep. of the Congo","Burundi","2005","19032","726","19032","726"
"Dem. Rep. of the Congo","Central African Rep.","2005","74","81","74","81"
"Dem. Rep. of the Congo","Congo","2005","5243","832","5243","832"
"Dem. Rep. of the Congo","Rwanda","2005","42360","328","42360","328"
"Dem. Rep. of the Congo","Sudan","2005","11723","7455","11723","7455"
"Dem. Rep. of the Congo","Uganda","2005","18954","29","18954","29"
"Dem. Rep. of the Congo","Various","2005","183","183","183","183"
"Denmark","Afghanistan","2005","6381","","6381",""
"Denmark","Albania","2005","36","","36",""
"Denmark","Algeria","2005","52","","52",""
"Denmark","Angola","2005","32","","32",""
"Denmark","Armenia","2005","278","","278",""
"Denmark","Azerbaijan","2005","110","","110",""
"Denmark","Bahrain","2005","9","","9",""
"Denmark","Bangladesh","2005","4","","4",""
"Denmark","Belarus","2005","39","","39",""
"Denmark","Benin","2005","2","","2",""
"Denmark","Bhutan","2005","5","","5",""
"Denmark","Bosnia and Herzegovina","2005","4633","","4633",""
"Denmark","Bulgaria","2005","1","","1",""
"Denmark","Burundi","2005","337","","337",""
"Denmark","Cambodia","2005","28","","28",""
"Denmark","Cameroon","2005","16","","16",""
"Denmark","Chad","2005","9","","9",""
"Denmark","Chile","2005","3","","3",""
"Denmark","China","2005","137","","137",""
"Denmark","Colombia","2005","11","","11",""
"Denmark","Congo","2005","99","","99",""
"Denmark","Côte d'Ivoire","2005","3","","3",""
"Denmark","Croatia","2005","16","","16",""
"Denmark","Cuba","2005","7","","7",""
"Denmark","Dem. People's Rep. of Korea","2005","7","","7",""
"Denmark","Dem. Rep. of the Congo","2005","364","","364",""
"Denmark","Djibouti","2005","2","","2",""
"Denmark","Egypt","2005","21","","21",""
"Denmark","Eritrea","2005","56","","56",""
"Denmark","Estonia","2005","1","","1",""
"Denmark","Ethiopia","2005","108","","108",""
"Denmark","Georgia","2005","44","","44",""
"Denmark","Guatemala","2005","1","","1",""
"Denmark","Guinea","2005","6","","6",""
"Denmark","India","2005","60","","60",""
"Denmark","Indonesia","2005","269","","269",""
"Denmark","Iraq","2005","10667","","10667",""
"Denmark","Islamic Rep. of Iran","2005","1755","","1755",""
"Denmark","Jordan","2005","30","","30",""
"Denmark","Kazakhstan","2005","8","","8",""
"Denmark","Kenya","2005","16","","16",""
"Denmark","Kuwait","2005","3","","3",""
"Denmark","Lebanon","2005","151","","151",""
"Denmark","Lesotho","2005","1","","1",""
"Denmark","Liberia","2005","30","","30",""
"Denmark","Libya","2005","31","","31",""
"Denmark","Malaysia","2005","1","","1",""
"Denmark","Mauritania","2005","5","","5",""
"Denmark","Mongolia","2005","4","","4",""
"Denmark","Morocco","2005","2","","2",""
"Denmark","Myanmar","2005","519","","519",""
"Denmark","Namibia","2005","7","","7",""
"Denmark","Nepal","2005","1","","1",""
"Denmark","Nigeria","2005","11","","11",""
"Denmark","Norway","2005","1","","1",""
"Denmark","Pakistan","2005","53","","53",""
"Denmark","Peru","2005","8","","8",""
"Denmark","Philippines","2005","1","","1",""
"Denmark","Poland","2005","2","","2",""
"Denmark","Rep. of Moldova","2005","28","","28",""
"Denmark","Romania","2005","9","","9",""
"Denmark","Russian Federation","2005","466","","466",""
"Denmark","Rwanda","2005","198","","198",""
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2005","4771","","4771",""
"Denmark","Seychelles","2005","4","","4",""
"Denmark","Sierra Leone","2005","26","","26",""
"Denmark","Slovakia","2005","13","","13",""
"Denmark","Somalia","2005","6648","","6648",""
"Denmark","South Africa","2005","1","","1",""
"Denmark","Sri Lanka","2005","387","","387",""
"Denmark","State of Palestine","2005","1095","","1095",""
"Denmark","Stateless","2005","759","","759",""
"Denmark","Sudan","2005","353","","353",""
"Denmark","Syrian Arab Rep.","2005","188","","188",""
"Denmark","Tajikistan","2005","6","","6",""
"Denmark","Thailand","2005","1","","1",""
"Denmark","The former Yugoslav Rep. of Macedonia","2005","17","","17",""
"Denmark","Togo","2005","13","","13",""
"Denmark","Tunisia","2005","36","","36",""
"Denmark","Turkey","2005","57","","57",""
"Denmark","Uganda","2005","40","","40",""
"Denmark","Ukraine","2005","60","","60",""
"Denmark","United States","2005","1","","1",""
"Denmark","Uruguay","2005","1","","1",""
"Denmark","Uzbekistan","2005","15","","15",""
"Denmark","Various","2005","2503","","2503",""
"Denmark","Viet Nam","2005","175","","175",""
"Denmark","Yemen","2005","8","","8",""
"Denmark","Zimbabwe","2005","1","","1",""
"Djibouti","Eritrea","2005","83","83","83","83"
"Djibouti","Ethiopia","2005","544","423","544","423"
"Djibouti","Somalia","2005","9828","6190","9828","6190"
"Djibouti","Sudan","2005","1","1","1","1"
"Ecuador","Afghanistan","2005","29","29","29","29"
"Ecuador","Angola","2005","1","1","1","1"
"Ecuador","Armenia","2005","5","5","5","5"
"Ecuador","Bangladesh","2005","1","1","1","1"
"Ecuador","Cameroon","2005","1","1","1","1"
"Ecuador","China","2005","2","2","2","2"
"Ecuador","Colombia","2005","9851","9851","9851","9851"
"Ecuador","Croatia","2005","2","2","2","2"
"Ecuador","Cuba","2005","28","28","28","28"
"Ecuador","Dem. Rep. of the Congo","2005","2","2","2","2"
"Ecuador","Ghana","2005","1","1","1","1"
"Ecuador","Guinea","2005","4","4","4","4"
"Ecuador","Haiti","2005","14","14","14","14"
"Ecuador","India","2005","1","1","1","1"
"Ecuador","Indonesia","2005","1","1","1","1"
"Ecuador","Iraq","2005","18","18","18","18"
"Ecuador","Islamic Rep. of Iran","2005","7","7","7","7"
"Ecuador","Lebanon","2005","1","1","1","1"
"Ecuador","Liberia","2005","3","3","3","3"
"Ecuador","Morocco","2005","5","5","5","5"
"Ecuador","Niger","2005","1","1","1","1"
"Ecuador","Nigeria","2005","1","1","1","1"
"Ecuador","Pakistan","2005","15","15","15","15"
"Ecuador","Peru","2005","31","31","31","31"
"Ecuador","Russian Federation","2005","8","8","8","8"
"Ecuador","Somalia","2005","5","5","5","5"
"Ecuador","Sri Lanka","2005","3","3","3","3"
"Ecuador","State of Palestine","2005","2","2","2","2"
"Ecuador","Stateless","2005","4","4","4","4"
"Ecuador","Sudan","2005","3","3","3","3"
"Ecuador","Suriname","2005","1","1","1","1"
"Ecuador","Swaziland","2005","1","1","1","1"
"Ecuador","Syrian Arab Rep.","2005","1","1","1","1"
"Ecuador","Togo","2005","1","1","1","1"
"Ecuador","Turkey","2005","1","1","1","1"
"Ecuador","Ukraine","2005","2","2","2","2"
"Ecuador","Uzbekistan","2005","4","4","4","4"
"Ecuador","Western Sahara","2005","2","2","2","2"
"Egypt","Afghanistan","2005","31","31","31","31"
"Egypt","Algeria","2005","4","4","4","4"
"Egypt","Angola","2005","1","1","1","1"
"Egypt","Burundi","2005","59","59","59","59"
"Egypt","Cameroon","2005","1","1","1","1"
"Egypt","Central African Rep.","2005","1","1","1","1"
"Egypt","Chad","2005","8","8","8","8"
"Egypt","Congo","2005","1","1","1","1"
"Egypt","Côte d'Ivoire","2005","71","71","71","71"
"Egypt","Dem. Rep. of the Congo","2005","14","14","14","14"
"Egypt","Djibouti","2005","5","5","5","5"
"Egypt","Eritrea","2005","205","205","205","205"
"Egypt","Ethiopia","2005","516","516","516","516"
"Egypt","Guinea","2005","1","1","1","1"
"Egypt","Iraq","2005","35","35","35","35"
"Egypt","Islamic Rep. of Iran","2005","1","1","1","1"
"Egypt","Kuwait","2005","9","9","9","9"
"Egypt","Liberia","2005","15","15","15","15"
"Egypt","Libya","2005","4","4","4","4"
"Egypt","Myanmar","2005","2","2","2","2"
"Egypt","Nigeria","2005","5","5","5","5"
"Egypt","Russian Federation","2005","4","4","4","4"
"Egypt","Rwanda","2005","16","16","16","16"
"Egypt","Saudi Arabia","2005","1","1","1","1"
"Egypt","Serbia (and Kosovo: S/RES/1244 (1999))","2005","8","8","8","8"
"Egypt","Sierra Leone","2005","61","61","61","61"
"Egypt","Somalia","2005","3940","3940","3940","3940"
"Egypt","Sri Lanka","2005","2","2","2","2"
"Egypt","State of Palestine","2005","70255","255","70255","255"
"Egypt","Sudan","2005","13446","13446","13446","13446"
"Egypt","Syrian Arab Rep.","2005","2","2","2","2"
"Egypt","Togo","2005","1","1","1","1"
"Egypt","Tunisia","2005","1","1","1","1"
"Egypt","Uganda","2005","11","11","11","11"
"Egypt","Yemen","2005","209","209","209","209"
"El Salvador","Colombia","2005","3","2","3","2"
"El Salvador","Nicaragua","2005","46","20","46","20"
"Eritrea","Ethiopia","2005","50","50","50","50"
"Eritrea","Somalia","2005","3620","3620","3620","3620"
"Eritrea","Sudan","2005","748","748","748","748"
"Estonia","Afghanistan","2005","2","","2",""
"Estonia","Algeria","2005","2","","2",""
"Estonia","Stateless","2005","2","","2",""
"Estonia","Turkey","2005","1","","1",""
"Ethiopia","Afghanistan","2005","1","1","1","1"
"Ethiopia","Burundi","2005","31","31","31","31"
"Ethiopia","China","2005","1","1","1","1"
"Ethiopia","Czech Rep.","2005","2","2","2","2"
"Ethiopia","Dem. Rep. of the Congo","2005","122","122","122","122"
"Ethiopia","Djibouti","2005","51","51","51","51"
"Ethiopia","Eritrea","2005","10700","10700","10700","10700"
"Ethiopia","Rwanda","2005","22","22","22","22"
"Ethiopia","Somalia","2005","15901","15901","15901","15901"
"Ethiopia","South Africa","2005","5","5","5","5"
"Ethiopia","Sudan","2005","73927","73927","73927","73927"
"Ethiopia","Uganda","2005","43","43","43","43"
"Ethiopia","Yemen","2005","11","11","11","11"
"Finland","Afghanistan","2005","1604","","1604",""
"Finland","Albania","2005","18","","18",""
"Finland","Algeria","2005","52","","52",""
"Finland","Angola","2005","154","","154",""
"Finland","Armenia","2005","13","","13",""
"Finland","Azerbaijan","2005","51","","51",""
"Finland","Bangladesh","2005","42","","42",""
"Finland","Belarus","2005","38","","38",""
"Finland","Bolivia (Plurinational State of)","2005","13","","13",""
"Finland","Bosnia and Herzegovina","2005","114","","114",""
"Finland","Bulgaria","2005","5","","5",""
"Finland","Burundi","2005","5","","5",""
"Finland","Cambodia","2005","32","","32",""
"Finland","Cameroon","2005","29","","29",""
"Finland","China","2005","44","","44",""
"Finland","Colombia","2005","12","","12",""
"Finland","Congo","2005","22","","22",""
"Finland","Côte d'Ivoire","2005","3","","3",""
"Finland","Croatia","2005","155","","155",""
"Finland","Cuba","2005","9","","9",""
"Finland","Czech Rep.","2005","2","","2",""
"Finland","Dem. Rep. of the Congo","2005","137","","137",""
"Finland","Egypt","2005","5","","5",""
"Finland","Eritrea","2005","50","","50",""
"Finland","Estonia","2005","2","","2",""
"Finland","Ethiopia","2005","47","","47",""
"Finland","Georgia","2005","7","","7",""
"Finland","Ghana","2005","15","","15",""
"Finland","Guinea","2005","1","","1",""
"Finland","Guinea-Bissau","2005","1","","1",""
"Finland","Hungary","2005","5","","5",""
"Finland","India","2005","12","","12",""
"Finland","Indonesia","2005","1","","1",""
"Finland","Iraq","2005","1648","","1648",""
"Finland","Islamic Rep. of Iran","2005","1683","","1683",""
"Finland","Israel","2005","4","","4",""
"Finland","Jordan","2005","6","","6",""
"Finland","Kazakhstan","2005","19","","19",""
"Finland","Kyrgyzstan","2005","8","","8",""
"Finland","Latvia","2005","9","","9",""
"Finland","Lebanon","2005","3","","3",""
"Finland","Liberia","2005","20","","20",""
"Finland","Libya","2005","27","","27",""
"Finland","Mongolia","2005","1","","1",""
"Finland","Morocco","2005","8","","8",""
"Finland","Mozambique","2005","1","","1",""
"Finland","Myanmar","2005","180","","180",""
"Finland","Namibia","2005","1","","1",""
"Finland","Nepal","2005","5","","5",""
"Finland","Nigeria","2005","33","","33",""
"Finland","Pakistan","2005","18","","18",""
"Finland","Peru","2005","4","","4",""
"Finland","Rep. of Moldova","2005","3","","3",""
"Finland","Romania","2005","1","","1",""
"Finland","Russian Federation","2005","232","","232",""
"Finland","Rwanda","2005","29","","29",""
"Finland","Senegal","2005","1","","1",""
"Finland","Serbia (and Kosovo: S/RES/1244 (1999))","2005","1296","","1296",""
"Finland","Sierra Leone","2005","28","","28",""
"Finland","Slovakia","2005","15","","15",""
"Finland","Somalia","2005","1008","","1008",""
"Finland","Sri Lanka","2005","61","","61",""
"Finland","Stateless","2005","66","","66",""
"Finland","Sudan","2005","778","","778",""
"Finland","Syrian Arab Rep.","2005","39","","39",""
"Finland","Tajikistan","2005","17","","17",""
"Finland","The former Yugoslav Rep. of Macedonia","2005","13","","13",""
"Finland","Togo","2005","6","","6",""
"Finland","Turkey","2005","321","","321",""
"Finland","Turkmenistan","2005","4","","4",""
"Finland","Uganda","2005","6","","6",""
"Finland","Ukraine","2005","20","","20",""
"Finland","United Rep. of Tanzania","2005","2","","2",""
"Finland","Uzbekistan","2005","14","","14",""
"Finland","Various","2005","1396","","1396",""
"Finland","Venezuela (Bolivarian Republic of)","2005","1","","1",""
"Finland","Viet Nam","2005","72","","72",""
"Finland","Yemen","2005","1","","1",""
"Finland","Zimbabwe","2005","1","","1",""
"France","Afghanistan","2005","1228","","1228",""
"France","Albania","2005","1123","","1123",""
"France","Algeria","2005","1044","","1044",""
"France","Angola","2005","2470","","2470",""
"France","Armenia","2005","1267","","1267",""
"France","Azerbaijan","2005","1068","","1068",""
"France","Bangladesh","2005","1204","","1204",""
"France","Belarus","2005","304","","304",""
"France","Benin","2005","8","","8",""
"France","Bhutan","2005","19","","19",""
"France","Bolivia (Plurinational State of)","2005","25","","25",""
"France","Bosnia and Herzegovina","2005","3372","","3372",""
"France","Bulgaria","2005","70","","70",""
"France","Burkina Faso","2005","32","","32",""
"France","Burundi","2005","260","","260",""
"France","Cambodia","2005","13736","","13736",""
"France","Cameroon","2005","415","","415",""
"France","Central African Rep.","2005","440","","440",""
"France","Chad","2005","723","","723",""
"France","Chile","2005","63","","63",""
"France","China","2005","440","","440",""
"France","Colombia","2005","295","","295",""
"France","Comoros","2005","27","","27",""
"France","Congo","2005","2454","","2454",""
"France","Côte d'Ivoire","2005","1075","","1075",""
"France","Croatia","2005","63","","63",""
"France","Cuba","2005","101","","101",""
"France","Czech Rep.","2005","27","","27",""
"France","Dem. Rep. of the Congo","2005","8537","","8537",""
"France","Djibouti","2005","58","","58",""
"France","Ecuador","2005","35","","35",""
"France","Egypt","2005","81","","81",""
"France","El Salvador","2005","15","","15",""
"France","Equatorial Guinea","2005","29","","29",""
"France","Eritrea","2005","63","","63",""
"France","Estonia","2005","11","","11",""
"France","Ethiopia","2005","333","","333",""
"France","Gabon","2005","6","","6",""
"France","Gambia","2005","44","","44",""
"France","Georgia","2005","1516","","1516",""
"France","Germany","2005","9","","9",""
"France","Ghana","2005","635","","635",""
"France","Guatemala","2005","15","","15",""
"France","Guinea","2005","878","","878",""
"France","Guinea-Bissau","2005","846","","846",""
"France","Haiti","2005","2237","","2237",""
"France","Hungary","2005","58","","58",""
"France","India","2005","204","","204",""
"France","Iraq","2005","1319","","1319",""
"France","Islamic Rep. of Iran","2005","1634","","1634",""
"France","Jordan","2005","5","","5",""
"France","Kazakhstan","2005","273","","273",""
"France","Kenya","2005","12","","12",""
"France","Kyrgyzstan","2005","87","","87",""
"France","Lao People's Dem. Rep.","2005","7668","","7668",""
"France","Latvia","2005","46","","46",""
"France","Lebanon","2005","83","","83",""
"France","Liberia","2005","192","","192",""
"France","Libya","2005","9","","9",""
"France","Lithuania","2005","12","","12",""
"France","Madagascar","2005","167","","167",""
"France","Mali","2005","129","","129",""
"France","Mauritania","2005","3771","","3771",""
"France","Mauritius","2005","5","","5",""
"France","Mongolia","2005","117","","117",""
"France","Morocco","2005","85","","85",""
"France","Mozambique","2005","13","","13",""
"France","Myanmar","2005","105","","105",""
"France","Nepal","2005","26","","26",""
"France","Niger","2005","28","","28",""
"France","Nigeria","2005","366","","366",""
"France","Pakistan","2005","236","","236",""
"France","Peru","2005","268","","268",""
"France","Poland","2005","181","","181",""
"France","Rep. of Moldova","2005","285","","285",""
"France","Romania","2005","95","","95",""
"France","Russian Federation","2005","5292","","5292",""
"France","Rwanda","2005","1774","","1774",""
"France","Senegal","2005","132","","132",""
"France","Serbia (and Kosovo: S/RES/1244 (1999))","2005","6988","","6988",""
"France","Sierra Leone","2005","304","","304",""
"France","Slovakia","2005","96","","96",""
"France","Somalia","2005","587","","587",""
"France","South Africa","2005","15","","15",""
"France","Sri Lanka","2005","15602","","15602",""
"France","State of Palestine","2005","81","","81",""
"France","Sudan","2005","630","","630",""
"France","Syrian Arab Rep.","2005","213","","213",""
"France","Tajikistan","2005","25","","25",""
"France","The former Yugoslav Rep. of Macedonia","2005","153","","153",""
"France","Togo","2005","416","","416",""
"France","Tunisia","2005","315","","315",""
"France","Turkey","2005","9676","","9676",""
"France","Uganda","2005","29","","29",""
"France","Ukraine","2005","643","","643",""
"France","Uzbekistan","2005","150","","150",""
"France","Various","2005","19172","","19172",""
"France","Viet Nam","2005","8832","","8832",""
"France","Zimbabwe","2005","11","","11",""
"Gabon","Angola","2005","53","53","53","53"
"Gabon","Burundi","2005","36","36","36","36"
"Gabon","Central African Rep.","2005","3","3","3","3"
"Gabon","Chad","2005","874","874","874","874"
"Gabon","Congo","2005","7298","7298","7298","7298"
"Gabon","Côte d'Ivoire","2005","2","2","2","2"
"Gabon","Dem. Rep. of the Congo","2005","90","90","90","90"
"Gabon","Equatorial Guinea","2005","34","34","34","34"
"Gabon","Ethiopia","2005","2","2","2","2"
"Gabon","Ghana","2005","1","1","1","1"
"Gabon","Liberia","2005","3","3","3","3"
"Gabon","Mauritania","2005","22","22","22","22"
"Gabon","Niger","2005","1","1","1","1"
"Gabon","Rwanda","2005","62","62","62","62"
"Gabon","Sao Tome and Principe","2005","23","23","23","23"
"Gabon","Sierra Leone","2005","9","9","9","9"
"Gabon","Somalia","2005","1","1","1","1"
"Gabon","Sudan","2005","7","7","7","7"
"Gabon","Togo","2005","18","18","18","18"
"Gabon","United Rep. of Tanzania","2005","2","2","2","2"
"Gabon","Viet Nam","2005","4","4","4","4"
"Gambia","Côte d'Ivoire","2005","29","29","29","29"
"Gambia","Dem. Rep. of the Congo","2005","8","8","8","8"
"Gambia","Ethiopia","2005","1","1","1","1"
"Gambia","Guinea-Bissau","2005","1","1","1","1"
"Gambia","Liberia","2005","780","418","780","418"
"Gambia","Senegal","2005","548","548","548","548"
"Gambia","Sierra Leone","2005","5955","1274","5955","1274"
"Gambia","Somalia","2005","8","8","8","8"
"Georgia","Afghanistan","2005","4","","4",""
"Georgia","Azerbaijan","2005","7","","7",""
"Georgia","Islamic Rep. of Iran","2005","","6","","6"
"Georgia","Russian Federation","2005","2483","2480","2483","2480"
"Georgia","Tajikistan","2005","3","","3",""
"Germany","Afghanistan","2005","31055","","31055",""
"Germany","Albania","2005","3036","","3036",""
"Germany","Algeria","2005","5385","","5385",""
"Germany","Andorra","2005","5","","5",""
"Germany","Angola","2005","3753","","3753",""
"Germany","Argentina","2005","12","","12",""
"Germany","Armenia","2005","3943","","3943",""
"Germany","Australia","2005","41","","41",""
"Germany","Austria","2005","62","","62",""
"Germany","Azerbaijan","2005","6668","","6668",""
"Germany","Bangladesh","2005","1438","","1438",""
"Germany","Belarus","2005","3218","","3218",""
"Germany","Belgium","2005","54","","54",""
"Germany","Belize","2005","1","","1",""
"Germany","Benin","2005","298","","298",""
"Germany","Bhutan","2005","123","","123",""
"Germany","Bolivia (Plurinational State of)","2005","22","","22",""
"Germany","Bosnia and Herzegovina","2005","9223","","9223",""
"Germany","Botswana","2005","1","","1",""
"Germany","Brazil","2005","12","","12",""
"Germany","Bulgaria","2005","2651","","2651",""
"Germany","Burkina Faso","2005","401","","401",""
"Germany","Burundi","2005","178","","178",""
"Germany","Cabo Verde","2005","2","","2",""
"Germany","Cambodia","2005","181","","181",""
"Germany","Cameroon","2005","1841","","1841",""
"Germany","Canada","2005","109","","109",""
"Germany","Central African Rep.","2005","18","","18",""
"Germany","Chad","2005","46","","46",""
"Germany","Chile","2005","488","","488",""
"Germany","China","2005","3892","","3892",""
"Germany","Colombia","2005","227","","227",""
"Germany","Comoros","2005","1","","1",""
"Germany","Congo","2005","697","","697",""
"Germany","Côte d'Ivoire","2005","813","","813",""
"Germany","Croatia","2005","2784","","2784",""
"Germany","Cuba","2005","513","","513",""
"Germany","Cyprus","2005","1","","1",""
"Germany","Czech Rep.","2005","3016","","3016",""
"Germany","Dem. People's Rep. of Korea","2005","193","","193",""
"Germany","Dem. Rep. of the Congo","2005","6280","","6280",""
"Germany","Denmark","2005","10","","10",""
"Germany","Djibouti","2005","2","","2",""
"Germany","Dominican Rep.","2005","7","","7",""
"Germany","Ecuador","2005","91","","91",""
"Germany","Egypt","2005","1277","","1277",""
"Germany","El Salvador","2005","18","","18",""
"Germany","Equatorial Guinea","2005","35","","35",""
"Germany","Eritrea","2005","2746","","2746",""
"Germany","Estonia","2005","437","","437",""
"Germany","Ethiopia","2005","5146","","5146",""
"Germany","Fiji","2005","2","","2",""
"Germany","Finland","2005","4","","4",""
"Germany","France","2005","241","","241",""
"Germany","Gabon","2005","16","","16",""
"Germany","Gambia","2005","1041","","1041",""
"Germany","Georgia","2005","2664","","2664",""
"Germany","Ghana","2005","7136","","7136",""
"Germany","Greece","2005","307","","307",""
"Germany","Guatemala","2005","1","","1",""
"Germany","Guinea","2005","723","","723",""
"Germany","Guinea-Bissau","2005","76","","76",""
"Germany","Guyana","2005","1","","1",""
"Germany","Haiti","2005","7","","7",""
"Germany","Hungary","2005","2398","","2398",""
"Germany","Iceland","2005","4","","4",""
"Germany","India","2005","5947","","5947",""
"Germany","Indonesia","2005","26","","26",""
"Germany","Iraq","2005","52922","","52922",""
"Germany","Ireland","2005","18","","18",""
"Germany","Islamic Rep. of Iran","2005","24016","","24016",""
"Germany","Israel","2005","160","","160",""
"Germany","Italy","2005","204","","204",""
"Germany","Jamaica","2005","4","","4",""
"Germany","Japan","2005","2","","2",""
"Germany","Jordan","2005","1032","","1032",""
"Germany","Kazakhstan","2005","1812","","1812",""
"Germany","Kenya","2005","290","","290",""
"Germany","Kuwait","2005","12","","12",""
"Germany","Kyrgyzstan","2005","1961","","1961",""
"Germany","Lao People's Dem. Rep.","2005","246","","246",""
"Germany","Latvia","2005","1869","","1869",""
"Germany","Lebanon","2005","15619","","15619",""
"Germany","Lesotho","2005","2","","2",""
"Germany","Liberia","2005","744","","744",""
"Germany","Libya","2005","353","","353",""
"Germany","Lithuania","2005","1129","","1129",""
"Germany","Luxembourg","2005","1","","1",""
"Germany","Madagascar","2005","5","","5",""
"Germany","Malawi","2005","2","","2",""
"Germany","Malaysia","2005","21","","21",""
"Germany","Mali","2005","134","","134",""
"Germany","Mauritania","2005","57","","57",""
"Germany","Mauritius","2005","5","","5",""
"Germany","Mexico","2005","1","","1",""
"Germany","Mongolia","2005","193","","193",""
"Germany","Morocco","2005","2491","","2491",""
"Germany","Mozambique","2005","70","","70",""
"Germany","Myanmar","2005","331","","331",""
"Germany","Namibia","2005","8","","8",""
"Germany","Nepal","2005","530","","530",""
"Germany","Netherlands","2005","150","","150",""
"Germany","New Zealand","2005","3","","3",""
"Germany","Nicaragua","2005","6","","6",""
"Germany","Niger","2005","326","","326",""
"Germany","Nigeria","2005","5984","","5984",""
"Germany","Norway","2005","12","","12",""
"Germany","Pakistan","2005","10815","","10815",""
"Germany","Panama","2005","3","","3",""
"Germany","Papua New Guinea","2005","1","","1",""
"Germany","Paraguay","2005","9","","9",""
"Germany","Peru","2005","272","","272",""
"Germany","Philippines","2005","70","","70",""
"Germany","Poland","2005","18265","","18265",""
"Germany","Portugal","2005","63","","63",""
"Germany","Qatar","2005","2","","2",""
"Germany","Rep. of Korea","2005","66","","66",""
