"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Czech Rep.","Belarus","2004","134","134","134","134"
"Czech Rep.","Bosnia and Herzegovina","2004","15","15","15","15"
"Czech Rep.","Bulgaria","2004","37","37","37","37"
"Czech Rep.","China","2004","4","4","4","4"
"Czech Rep.","Croatia","2004","3","3","3","3"
"Czech Rep.","Cuba","2004","24","24","24","24"
"Czech Rep.","Ethiopia","2004","9","9","9","9"
"Czech Rep.","Georgia","2004","22","22","22","22"
"Czech Rep.","Ghana","2004","21","21","21","21"
"Czech Rep.","Guinea","2004","1","1","1","1"
"Czech Rep.","Iraq","2004","86","86","86","86"
"Czech Rep.","Islamic Rep. of Iran","2004","36","36","36","36"
"Czech Rep.","Jordan","2004","1","1","1","1"
"Czech Rep.","Kazakhstan","2004","27","27","27","27"
"Czech Rep.","Liberia","2004","4","4","4","4"
"Czech Rep.","Nigeria","2004","19","19","19","19"
"Czech Rep.","Pakistan","2004","6","6","6","6"
"Czech Rep.","Rep. of Moldova","2004","2","2","2","2"
"Czech Rep.","Romania","2004","164","164","164","164"
"Czech Rep.","Russian Federation","2004","285","285","285","285"
"Czech Rep.","Senegal","2004","2","2","2","2"
"Czech Rep.","Serbia (and Kosovo: S/RES/1244 (1999))","2004","69","69","69","69"
"Czech Rep.","Somalia","2004","1","1","1","1"
"Czech Rep.","South Africa","2004","3","3","3","3"
"Czech Rep.","Sri Lanka","2004","11","11","11","11"
"Czech Rep.","Stateless","2004","19","19","19","19"
"Czech Rep.","Sudan","2004","7","7","7","7"
"Czech Rep.","Syrian Arab Rep.","2004","14","14","14","14"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2004","3","3","3","3"
"Czech Rep.","Turkey","2004","15","15","15","15"
"Czech Rep.","Turkmenistan","2004","5","5","5","5"
"Czech Rep.","Ukraine","2004","38","38","38","38"
"Czech Rep.","Uzbekistan","2004","4","4","4","4"
"Czech Rep.","Various","2004","72","72","72","72"
"Czech Rep.","Viet Nam","2004","69","69","69","69"
"Dem. Rep. of the Congo","Angola","2004","98383","18158","98383","18158"
"Dem. Rep. of the Congo","Burundi","2004","19400","780","19400","780"
"Dem. Rep. of the Congo","Central African Rep.","2004","87","87","87","87"
"Dem. Rep. of the Congo","Congo","2004","5277","866","5277","866"
"Dem. Rep. of the Congo","Rwanda","2004","11816","400","11816","400"
"Dem. Rep. of the Congo","Sudan","2004","45226","11955","45226","11955"
"Dem. Rep. of the Congo","Uganda","2004","18953","28","18953","28"
"Dem. Rep. of the Congo","Various","2004","181","181","181","181"
"Denmark","Afghanistan","2004","6437","","6437",""
"Denmark","Albania","2004","36","","36",""
"Denmark","Algeria","2004","53","","53",""
"Denmark","Angola","2004","32","","32",""
"Denmark","Armenia","2004","312","","312",""
"Denmark","Azerbaijan","2004","104","","104",""
"Denmark","Bahrain","2004","9","","9",""
"Denmark","Bangladesh","2004","4","","4",""
"Denmark","Belarus","2004","39","","39",""
"Denmark","Benin","2004","2","","2",""
"Denmark","Bhutan","2004","5","","5",""
"Denmark","Bosnia and Herzegovina","2004","22176","","22176",""
"Denmark","Bulgaria","2004","1","","1",""
"Denmark","Burundi","2004","363","","363",""
"Denmark","Cambodia","2004","29","","29",""
"Denmark","Cameroon","2004","16","","16",""
"Denmark","Chad","2004","3","","3",""
"Denmark","Chile","2004","3","","3",""
"Denmark","China","2004","148","","148",""
"Denmark","Colombia","2004","11","","11",""
"Denmark","Congo","2004","95","","95",""
"Denmark","Côte d'Ivoire","2004","2","","2",""
"Denmark","Croatia","2004","85","","85",""
"Denmark","Cuba","2004","8","","8",""
"Denmark","Dem. People's Rep. of Korea","2004","7","","7",""
"Denmark","Dem. Rep. of the Congo","2004","285","","285",""
"Denmark","Djibouti","2004","2","","2",""
"Denmark","Egypt","2004","22","","22",""
"Denmark","Eritrea","2004","54","","54",""
"Denmark","Estonia","2004","1","","1",""
"Denmark","Ethiopia","2004","130","","130",""
"Denmark","Georgia","2004","45","","45",""
"Denmark","Guatemala","2004","5","","5",""
"Denmark","Guinea","2004","4","","4",""
"Denmark","India","2004","60","","60",""
"Denmark","Indonesia","2004","196","","196",""
"Denmark","Iraq","2004","11500","","11500",""
"Denmark","Islamic Rep. of Iran","2004","1665","","1665",""
"Denmark","Jordan","2004","34","","34",""
"Denmark","Kazakhstan","2004","8","","8",""
"Denmark","Kenya","2004","16","","16",""
"Denmark","Kuwait","2004","3","","3",""
"Denmark","Lebanon","2004","163","","163",""
"Denmark","Lesotho","2004","1","","1",""
"Denmark","Liberia","2004","29","","29",""
"Denmark","Libya","2004","38","","38",""
"Denmark","Malaysia","2004","1","","1",""
"Denmark","Mauritania","2004","5","","5",""
"Denmark","Mongolia","2004","4","","4",""
"Denmark","Morocco","2004","2","","2",""
"Denmark","Myanmar","2004","380","","380",""
"Denmark","Namibia","2004","7","","7",""
"Denmark","Nepal","2004","1","","1",""
"Denmark","Nigeria","2004","12","","12",""
"Denmark","Norway","2004","1","","1",""
"Denmark","Pakistan","2004","48","","48",""
"Denmark","Peru","2004","10","","10",""
"Denmark","Philippines","2004","1","","1",""
"Denmark","Poland","2004","3","","3",""
"Denmark","Rep. of Moldova","2004","28","","28",""
"Denmark","Romania","2004","14","","14",""
"Denmark","Russian Federation","2004","392","","392",""
"Denmark","Rwanda","2004","195","","195",""
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2004","4876","","4876",""
"Denmark","Seychelles","2004","4","","4",""
"Denmark","Sierra Leone","2004","28","","28",""
"Denmark","Slovakia","2004","13","","13",""
"Denmark","Slovenia","2004","1","","1",""
"Denmark","Somalia","2004","7788","","7788",""
"Denmark","South Africa","2004","1","","1",""
"Denmark","Sri Lanka","2004","560","","560",""
"Denmark","State of Palestine","2004","1481","","1481",""
"Denmark","Stateless","2004","747","","747",""
"Denmark","Sudan","2004","309","","309",""
"Denmark","Syrian Arab Rep.","2004","177","","177",""
"Denmark","Tajikistan","2004","6","","6",""
"Denmark","Thailand","2004","1","","1",""
"Denmark","The former Yugoslav Rep. of Macedonia","2004","18","","18",""
"Denmark","Togo","2004","14","","14",""
"Denmark","Tunisia","2004","40","","40",""
"Denmark","Turkey","2004","59","","59",""
"Denmark","Uganda","2004","58","","58",""
"Denmark","Ukraine","2004","65","","65",""
"Denmark","United Rep. of Tanzania","2004","10","","10",""
"Denmark","United States","2004","3","","3",""
"Denmark","Uruguay","2004","1","","1",""
"Denmark","Uzbekistan","2004","15","","15",""
"Denmark","Various","2004","3431","","3431",""
"Denmark","Viet Nam","2004","251","","251",""
"Denmark","Yemen","2004","8","","8",""
"Djibouti","Eritrea","2004","86","86","86","86"
"Djibouti","Ethiopia","2004","616","591","616","591"
"Djibouti","Somalia","2004","17331","17304","17331","17304"
"Djibouti","Sudan","2004","2","1","2","1"
"Ecuador","Afghanistan","2004","29","29","29","29"
"Ecuador","Angola","2004","1","1","1","1"
"Ecuador","Bangladesh","2004","1","1","1","1"
"Ecuador","China","2004","2","2","2","2"
"Ecuador","Colombia","2004","8270","8270","8270","8270"
"Ecuador","Croatia","2004","2","2","2","2"
"Ecuador","Cuba","2004","17","17","17","17"
"Ecuador","Dem. Rep. of the Congo","2004","2","2","2","2"
"Ecuador","Ghana","2004","1","1","1","1"
"Ecuador","Guinea","2004","4","4","4","4"
"Ecuador","Haiti","2004","12","12","12","12"
"Ecuador","India","2004","1","1","1","1"
"Ecuador","Indonesia","2004","1","1","1","1"
"Ecuador","Iraq","2004","22","22","22","22"
"Ecuador","Islamic Rep. of Iran","2004","7","7","7","7"
"Ecuador","Lebanon","2004","1","1","1","1"
"Ecuador","Liberia","2004","2","2","2","2"
"Ecuador","Morocco","2004","5","5","5","5"
"Ecuador","Niger","2004","1","1","1","1"
"Ecuador","Nigeria","2004","1","1","1","1"
"Ecuador","Pakistan","2004","15","15","15","15"
"Ecuador","Peru","2004","21","21","21","21"
"Ecuador","Russian Federation","2004","7","7","7","7"
"Ecuador","Sierra Leone","2004","1","1","1","1"
"Ecuador","Somalia","2004","2","2","2","2"
"Ecuador","Sri Lanka","2004","3","3","3","3"
"Ecuador","State of Palestine","2004","1","1","1","1"
"Ecuador","Stateless","2004","4","4","4","4"
"Ecuador","Sudan","2004","2","2","2","2"
"Ecuador","Suriname","2004","1","1","1","1"
"Ecuador","Swaziland","2004","1","1","1","1"
"Ecuador","Togo","2004","1","1","1","1"
"Ecuador","Turkey","2004","1","1","1","1"
"Ecuador","Ukraine","2004","2","2","2","2"
"Ecuador","Uzbekistan","2004","4","4","4","4"
"Ecuador","Western Sahara","2004","2","2","2","2"
"Egypt","Afghanistan","2004","35","35","35","35"
"Egypt","Algeria","2004","4","4","4","4"
"Egypt","Angola","2004","2","2","2","2"
"Egypt","Bosnia and Herzegovina","2004","3","3","3","3"
"Egypt","Burundi","2004","56","56","56","56"
"Egypt","Cameroon","2004","1","1","1","1"
"Egypt","Central African Rep.","2004","1","1","1","1"
"Egypt","Chad","2004","7","7","7","7"
"Egypt","Congo","2004","1","1","1","1"
"Egypt","Côte d'Ivoire","2004","69","69","69","69"
"Egypt","Dem. Rep. of the Congo","2004","15","15","15","15"
"Egypt","Djibouti","2004","7","7","7","7"
"Egypt","Eritrea","2004","176","176","176","176"
"Egypt","Ethiopia","2004","481","481","481","481"
"Egypt","Guinea","2004","1","1","1","1"
"Egypt","Iraq","2004","39","39","39","39"
"Egypt","Islamic Rep. of Iran","2004","2","2","2","2"
"Egypt","Kuwait","2004","9","9","9","9"
"Egypt","Liberia","2004","18","18","18","18"
"Egypt","Libya","2004","4","4","4","4"
"Egypt","Myanmar","2004","2","2","2","2"
"Egypt","Nigeria","2004","5","5","5","5"
"Egypt","Russian Federation","2004","5","5","5","5"
"Egypt","Rwanda","2004","16","16","16","16"
"Egypt","Saudi Arabia","2004","1","1","1","1"
"Egypt","Serbia (and Kosovo: S/RES/1244 (1999))","2004","15","15","15","15"
"Egypt","Sierra Leone","2004","78","78","78","78"
"Egypt","Somalia","2004","3809","3809","3809","3809"
"Egypt","Sri Lanka","2004","3","3","3","3"
"Egypt","State of Palestine","2004","70245","245","70245","245"
"Egypt","Sudan","2004","14904","14904","14904","14904"
"Egypt","Syrian Arab Rep.","2004","1","1","1","1"
"Egypt","Togo","2004","1","1","1","1"
"Egypt","Tunisia","2004","1","1","1","1"
"Egypt","Uganda","2004","7","7","7","7"
"Egypt","Yemen","2004","319","319","319","319"
"El Salvador","Colombia","2004","6","6","6","6"
"El Salvador","Nicaragua","2004","229","2","229","2"
"Eritrea","Ethiopia","2004","3","3","3","3"
"Eritrea","Somalia","2004","3523","3523","3523","3523"
"Eritrea","Sudan","2004","714","714","714","714"
"Estonia","Afghanistan","2004","6","","6",""
"Estonia","Algeria","2004","2","","2",""
"Estonia","Russian Federation","2004","1","","1",""
"Estonia","Turkey","2004","1","","1",""
"Estonia","Turkmenistan","2004","1","","1",""
"Ethiopia","Afghanistan","2004","4","4","4","4"
"Ethiopia","Angola","2004","4","4","4","4"
"Ethiopia","Burundi","2004","50","50","50","50"
"Ethiopia","China","2004","1","1","1","1"
"Ethiopia","Czech Rep.","2004","2","2","2","2"
"Ethiopia","Dem. Rep. of the Congo","2004","82","82","82","82"
"Ethiopia","Djibouti","2004","58","58","58","58"
"Ethiopia","Eritrea","2004","8719","7079","8719","7079"
"Ethiopia","Iraq","2004","6","6","6","6"
"Ethiopia","Kenya","2004","5","5","5","5"
"Ethiopia","Rwanda","2004","23","23","23","23"
"Ethiopia","Somalia","2004","16470","16470","16470","16470"
"Ethiopia","South Africa","2004","5","5","5","5"
"Ethiopia","Sudan","2004","90451","90451","90451","90451"
"Ethiopia","Uganda","2004","82","82","82","82"
"Ethiopia","Yemen","2004","18","18","18","18"
"Finland","Afghanistan","2004","1342","","1342",""
"Finland","Albania","2004","18","","18",""
"Finland","Algeria","2004","52","","52",""
"Finland","Angola","2004","140","","140",""
"Finland","Armenia","2004","13","","13",""
"Finland","Azerbaijan","2004","51","","51",""
"Finland","Bangladesh","2004","39","","39",""
"Finland","Belarus","2004","38","","38",""
"Finland","Bolivia (Plurinational State of)","2004","13","","13",""
"Finland","Bosnia and Herzegovina","2004","118","","118",""
"Finland","Bulgaria","2004","5","","5",""
"Finland","Burundi","2004","5","","5",""
"Finland","Cambodia","2004","32","","32",""
"Finland","Cameroon","2004","21","","21",""
"Finland","China","2004","42","","42",""
"Finland","Colombia","2004","12","","12",""
"Finland","Congo","2004","22","","22",""
"Finland","Côte d'Ivoire","2004","1","","1",""
"Finland","Croatia","2004","155","","155",""
"Finland","Cuba","2004","20","","20",""
"Finland","Czech Rep.","2004","2","","2",""
"Finland","Dem. Rep. of the Congo","2004","133","","133",""
"Finland","Egypt","2004","5","","5",""
"Finland","Eritrea","2004","49","","49",""
"Finland","Estonia","2004","2","","2",""
"Finland","Ethiopia","2004","46","","46",""
"Finland","Georgia","2004","9","","9",""
"Finland","Ghana","2004","15","","15",""
"Finland","Guinea","2004","1","","1",""
"Finland","Hungary","2004","5","","5",""
"Finland","India","2004","11","","11",""
"Finland","Indonesia","2004","1","","1",""
"Finland","Iraq","2004","1569","","1569",""
"Finland","Islamic Rep. of Iran","2004","1569","","1569",""
"Finland","Israel","2004","3","","3",""
"Finland","Jordan","2004","6","","6",""
"Finland","Kazakhstan","2004","19","","19",""
"Finland","Kyrgyzstan","2004","2","","2",""
"Finland","Latvia","2004","2","","2",""
"Finland","Lebanon","2004","2","","2",""
"Finland","Liberia","2004","24","","24",""
"Finland","Libya","2004","25","","25",""
"Finland","Morocco","2004","8","","8",""
"Finland","Mozambique","2004","1","","1",""
"Finland","Myanmar","2004","107","","107",""
"Finland","Namibia","2004","1","","1",""
"Finland","Nepal","2004","6","","6",""
"Finland","Nigeria","2004","30","","30",""
"Finland","Pakistan","2004","17","","17",""
"Finland","Peru","2004","4","","4",""
"Finland","Rep. of Moldova","2004","3","","3",""
"Finland","Romania","2004","3","","3",""
"Finland","Russian Federation","2004","193","","193",""
"Finland","Rwanda","2004","27","","27",""
"Finland","Senegal","2004","2","","2",""
"Finland","Serbia (and Kosovo: S/RES/1244 (1999))","2004","1265","","1265",""
"Finland","Sierra Leone","2004","30","","30",""
"Finland","Slovakia","2004","15","","15",""
"Finland","Somalia","2004","949","","949",""
"Finland","Sri Lanka","2004","62","","62",""
"Finland","Stateless","2004","54","","54",""
"Finland","Sudan","2004","546","","546",""
"Finland","Syrian Arab Rep.","2004","40","","40",""
"Finland","Tajikistan","2004","17","","17",""
"Finland","The former Yugoslav Rep. of Macedonia","2004","13","","13",""
"Finland","Togo","2004","6","","6",""
"Finland","Turkey","2004","294","","294",""
"Finland","Turkmenistan","2004","4","","4",""
"Finland","Uganda","2004","6","","6",""
"Finland","Ukraine","2004","20","","20",""
"Finland","United Rep. of Tanzania","2004","2","","2",""
"Finland","Uzbekistan","2004","14","","14",""
"Finland","Various","2004","1942","","1942",""
"Finland","Venezuela (Bolivarian Republic of)","2004","1","","1",""
"Finland","Viet Nam","2004","2","","2",""
"Finland","Yemen","2004","1","","1",""
"Finland","Zimbabwe","2004","1","","1",""
"France","Afghanistan","2004","1220","","1220",""
"France","Albania","2004","958","","958",""
"France","Algeria","2004","865","","865",""
"France","Angola","2004","2146","","2146",""
"France","Armenia","2004","777","","777",""
"France","Azerbaijan","2004","684","","684",""
"France","Bangladesh","2004","930","","930",""
"France","Belarus","2004","226","","226",""
"France","Benin","2004","7","","7",""
"France","Bhutan","2004","20","","20",""
"France","Bolivia (Plurinational State of)","2004","27","","27",""
"France","Bosnia and Herzegovina","2004","2642","","2642",""
"France","Bulgaria","2004","73","","73",""
"France","Burkina Faso","2004","31","","31",""
"France","Burundi","2004","244","","244",""
"France","Cambodia","2004","14097","","14097",""
"France","Cameroon","2004","295","","295",""
"France","Central African Rep.","2004","383","","383",""
"France","Chad","2004","607","","607",""
"France","Chile","2004","73","","73",""
"France","China","2004","399","","399",""
"France","Colombia","2004","286","","286",""
"France","Comoros","2004","21","","21",""
"France","Congo","2004","1979","","1979",""
"France","Côte d'Ivoire","2004","647","","647",""
"France","Croatia","2004","61","","61",""
"France","Cuba","2004","94","","94",""
"France","Czech Rep.","2004","27","","27",""
"France","Dem. Rep. of the Congo","2004","7665","","7665",""
"France","Djibouti","2004","56","","56",""
"France","Ecuador","2004","33","","33",""
"France","Egypt","2004","80","","80",""
"France","El Salvador","2004","15","","15",""
"France","Equatorial Guinea","2004","27","","27",""
"France","Eritrea","2004","31","","31",""
"France","Estonia","2004","11","","11",""
"France","Ethiopia","2004","319","","319",""
"France","Gambia","2004","40","","40",""
"France","Georgia","2004","998","","998",""
"France","Germany","2004","10","","10",""
"France","Ghana","2004","677","","677",""
"France","Guatemala","2004","16","","16",""
"France","Guinea","2004","575","","575",""
"France","Guinea-Bissau","2004","848","","848",""
"France","Haiti","2004","1891","","1891",""
"France","Hungary","2004","59","","59",""
"France","India","2004","184","","184",""
"France","Iraq","2004","1408","","1408",""
"France","Islamic Rep. of Iran","2004","1682","","1682",""
"France","Jordan","2004","6","","6",""
"France","Kazakhstan","2004","206","","206",""
"France","Kenya","2004","12","","12",""
"France","Kyrgyzstan","2004","46","","46",""
"France","Lao People's Dem. Rep.","2004","7864","","7864",""
"France","Latvia","2004","46","","46",""
"France","Lebanon","2004","79","","79",""
"France","Liberia","2004","167","","167",""
"France","Libya","2004","11","","11",""
"France","Lithuania","2004","12","","12",""
"France","Madagascar","2004","108","","108",""
"France","Mali","2004","113","","113",""
"France","Mauritania","2004","3391","","3391",""
"France","Mongolia","2004","48","","48",""
"France","Morocco","2004","82","","82",""
"France","Mozambique","2004","13","","13",""
"France","Myanmar","2004","93","","93",""
"France","Nepal","2004","12","","12",""
"France","Niger","2004","17","","17",""
"France","Nigeria","2004","249","","249",""
"France","Pakistan","2004","195","","195",""
"France","Peru","2004","270","","270",""
"France","Poland","2004","187","","187",""
"France","Rep. of Moldova","2004","213","","213",""
"France","Romania","2004","106","","106",""
"France","Russian Federation","2004","3991","","3991",""
"France","Rwanda","2004","1589","","1589",""
"France","Senegal","2004","120","","120",""
"France","Serbia (and Kosovo: S/RES/1244 (1999))","2004","6292","","6292",""
"France","Seychelles","2004","5","","5",""
"France","Sierra Leone","2004","272","","272",""
"France","Slovakia","2004","92","","92",""
"France","Somalia","2004","567","","567",""
"France","South Africa","2004","16","","16",""
"France","Sri Lanka","2004","15304","","15304",""
"France","State of Palestine","2004","79","","79",""
"France","Stateless","2004","770","","770",""
"France","Sudan","2004","459","","459",""
"France","Syrian Arab Rep.","2004","205","","205",""
"France","Tajikistan","2004","21","","21",""
"France","The former Yugoslav Rep. of Macedonia","2004","106","","106",""
"France","Togo","2004","331","","331",""
"France","Tunisia","2004","319","","319",""
"France","Turkey","2004","9387","","9387",""
"France","Uganda","2004","29","","29",""
"France","Ukraine","2004","583","","583",""
"France","Uzbekistan","2004","98","","98",""
"France","Various","2004","30090","","30090",""
"France","Viet Nam","2004","9132","","9132",""
"France","Zimbabwe","2004","5","","5",""
"Gabon","Angola","2004","132","132","132","132"
"Gabon","Burundi","2004","45","45","45","45"
"Gabon","Cameroon","2004","3","3","3","3"
"Gabon","Central African Rep.","2004","9","9","9","9"
"Gabon","Chad","2004","1216","1216","1216","1216"
"Gabon","Congo","2004","11988","11988","11988","11988"
"Gabon","Côte d'Ivoire","2004","2","2","2","2"
"Gabon","Dem. Rep. of the Congo","2004","83","83","83","83"
"Gabon","Equatorial Guinea","2004","81","81","81","81"
"Gabon","Ethiopia","2004","2","2","2","2"
"Gabon","Ghana","2004","1","1","1","1"
"Gabon","Guinea","2004","1","1","1","1"
"Gabon","Liberia","2004","10","10","10","10"
"Gabon","Mauritania","2004","30","30","30","30"
"Gabon","Niger","2004","1","1","1","1"
"Gabon","Rwanda","2004","103","103","103","103"
"Gabon","Sao Tome and Principe","2004","36","36","36","36"
"Gabon","Sierra Leone","2004","14","14","14","14"
"Gabon","Somalia","2004","2","2","2","2"
"Gabon","Sudan","2004","5","5","5","5"
"Gabon","Togo","2004","18","18","18","18"
"Gabon","United Rep. of Tanzania","2004","1","1","1","1"
"Gabon","Viet Nam","2004","4","4","4","4"
"Gambia","Côte d'Ivoire","2004","1","1","1","1"
"Gambia","Dem. Rep. of the Congo","2004","8","8","8","8"
"Gambia","Ethiopia","2004","1","1","1","1"
"Gambia","Guinea-Bissau","2004","1","1","1","1"
"Gambia","Liberia","2004","820","418","820","418"
"Gambia","Rwanda","2004","1","1","1","1"
"Gambia","Senegal","2004","548","548","548","548"
"Gambia","Sierra Leone","2004","5955","1274","5955","1274"
"Gambia","Somalia","2004","8","8","8","8"
"Georgia","Afghanistan","2004","4","","4",""
"Georgia","Azerbaijan","2004","11","","11",""
"Georgia","Islamic Rep. of Iran","2004","1","","1",""
"Georgia","Russian Federation","2004","2543","2543","2543","2543"
"Germany","Afghanistan","2004","38576","","38576",""
"Germany","Albania","2004","1604","","1604",""
"Germany","Algeria","2004","3339","","3339",""
"Germany","Andorra","2004","1","","1",""
"Germany","Angola","2004","3272","","3272",""
"Germany","Antigua and Barbuda","2004","1","","1",""
"Germany","Argentina","2004","29","","29",""
"Germany","Armenia","2004","4856","","4856",""
"Germany","Australia","2004","11","","11",""
"Germany","Austria","2004","44","","44",""
"Germany","Azerbaijan","2004","9150","","9150",""
"Germany","Bahrain","2004","6","","6",""
"Germany","Bangladesh","2004","540","","540",""
"Germany","Barbados","2004","3","","3",""
"Germany","Belarus","2004","3281","","3281",""
"Germany","Belgium","2004","20","","20",""
"Germany","Belize","2004","1","","1",""
"Germany","Benin","2004","228","","228",""
"Germany","Bhutan","2004","202","","202",""
"Germany","Bolivia (Plurinational State of)","2004","58","","58",""
"Germany","Bosnia and Herzegovina","2004","30083","","30083",""
"Germany","Botswana","2004","3","","3",""
"Germany","Brazil","2004","154","","154",""
"Germany","Bulgaria","2004","792","","792",""
"Germany","Burkina Faso","2004","409","","409",""
"Germany","Burundi","2004","283","","283",""
"Germany","Cabo Verde","2004","5","","5",""
"Germany","Cambodia","2004","185","","185",""
"Germany","Cameroon","2004","2138","","2138",""
"Germany","Canada","2004","35","","35",""
"Germany","Central African Rep.","2004","22","","22",""
"Germany","Chad","2004","37","","37",""
"Germany","Chile","2004","718","","718",""
"Germany","China","2004","6914","","6914",""
"Germany","Colombia","2004","199","","199",""
"Germany","Comoros","2004","6","","6",""
"Germany","Congo","2004","858","","858",""
"Germany","Costa Rica","2004","8","","8",""
"Germany","Côte d'Ivoire","2004","627","","627",""
"Germany","Croatia","2004","2900","","2900",""
"Germany","Cuba","2004","393","","393",""
"Germany","Czech Rep.","2004","3743","","3743",""
"Germany","Dem. People's Rep. of Korea","2004","276","","276",""
"Germany","Dem. Rep. of the Congo","2004","6668","","6668",""
"Germany","Denmark","2004","5","","5",""
"Germany","Djibouti","2004","6","","6",""
"Germany","Dominica","2004","1","","1",""
"Germany","Dominican Rep.","2004","44","","44",""
"Germany","Ecuador","2004","98","","98",""
"Germany","Egypt","2004","844","","844",""
"Germany","El Salvador","2004","29","","29",""
"Germany","Equatorial Guinea","2004","43","","43",""
"Germany","Eritrea","2004","2974","","2974",""
"Germany","Estonia","2004","533","","533",""
"Germany","Ethiopia","2004","6669","","6669",""
"Germany","Fiji","2004","1","","1",""
"Germany","Finland","2004","2","","2",""
"Germany","France","2004","58","","58",""
"Germany","Gabon","2004","19","","19",""
"Germany","Gambia","2004","120","","120",""
"Germany","Georgia","2004","2639","","2639",""
"Germany","Ghana","2004","1491","","1491",""
"Germany","Greece","2004","200","","200",""
"Germany","Guatemala","2004","2","","2",""
"Germany","Guinea","2004","891","","891",""
"Germany","Guinea-Bissau","2004","51","","51",""
"Germany","Guyana","2004","2","","2",""
"Germany","Haiti","2004","17","","17",""
"Germany","Holy See (the)","2004","2","","2",""
"Germany","Honduras","2004","13","","13",""
"Germany","Hungary","2004","1640","","1640",""
"Germany","Iceland","2004","8","","8",""
"Germany","India","2004","3182","","3182",""
"Germany","Indonesia","2004","77","","77",""
"Germany","Iraq","2004","68071","","68071",""
"Germany","Ireland","2004","3","","3",""
"Germany","Islamic Rep. of Iran","2004","39904","","39904",""
"Germany","Israel","2004","373","","373",""
"Germany","Italy","2004","180","","180",""
"Germany","Jamaica","2004","15","","15",""
"Germany","Japan","2004","9","","9",""
"Germany","Jordan","2004","572","","572",""
"Germany","Kazakhstan","2004","3524","","3524",""
"Germany","Kenya","2004","217","","217",""
"Germany","Kuwait","2004","30","","30",""
"Germany","Kyrgyzstan","2004","2275","","2275",""
"Germany","Lao People's Dem. Rep.","2004","315","","315",""
"Germany","Latvia","2004","2202","","2202",""
"Germany","Lebanon","2004","17302","","17302",""
"Germany","Lesotho","2004","4","","4",""
"Germany","Liberia","2004","788","","788",""
"Germany","Libya","2004","651","","651",""
"Germany","Lithuania","2004","1204","","1204",""
"Germany","Luxembourg","2004","6","","6",""
"Germany","Madagascar","2004","7","","7",""
"Germany","Malawi","2004","11","","11",""
"Germany","Malaysia","2004","25","","25",""
"Germany","Mali","2004","180","","180",""
"Germany","Malta","2004","1","","1",""
"Germany","Mauritania","2004","68","","68",""
"Germany","Mauritius","2004","5","","5",""
"Germany","Mexico","2004","9","","9",""
"Germany","Mongolia","2004","167","","167",""
"Germany","Morocco","2004","925","","925",""
"Germany","Mozambique","2004","62","","62",""
"Germany","Myanmar","2004","453","","453",""
"Germany","Namibia","2004","9","","9",""
"Germany","Nepal","2004","483","","483",""
"Germany","Netherlands","2004","40","","40",""
"Germany","New Zealand","2004","2","","2",""
"Germany","Nicaragua","2004","6","","6",""
"Germany","Niger","2004","402","","402",""
"Germany","Nigeria","2004","1607","","1607",""
"Germany","Norway","2004","3","","3",""
"Germany","Oman","2004","4","","4",""
"Germany","Pakistan","2004","8656","","8656",""
"Germany","Panama","2004","3","","3",""
"Germany","Papua New Guinea","2004","2","","2",""
"Germany","Paraguay","2004","11","","11",""
"Germany","Peru","2004","283","","283",""
"Germany","Philippines","2004","100","","100",""
"Germany","Poland","2004","9292","","9292",""
"Germany","Portugal","2004","36","","36",""
"Germany","Qatar","2004","5","","5",""
"Germany","Rep. of Korea","2004","137","","137",""
"Germany","Rep. of Moldova","2004","5509","","5509",""
"Germany","Romania","2004","3139","","3139",""
"Germany","Russian Federation","2004","45030","","45030",""
"Germany","Rwanda","2004","496","","496",""
"Germany","Sao Tome and Principe","2004","2","","2",""
"Germany","Saudi Arabia","2004","120","","120",""
"Germany","Senegal","2004","61","","61",""
"Germany","Serbia (and Kosovo: S/RES/1244 (1999))","2004","142681","","142681",""
"Germany","Seychelles","2004","3","","3",""
"Germany","Sierra Leone","2004","1426","","1426",""
"Germany","Singapore","2004","4","","4",""
"Germany","Slovakia","2004","336","","336",""
"Germany","Slovenia","2004","94","","94",""
"Germany","Somalia","2004","3423","","3423",""
"Germany","South Africa","2004","71","","71",""
"Germany","Spain","2004","38","","38",""
"Germany","Sri Lanka","2004","12850","","12850",""
"Germany","Stateless","2004","5848","","5848",""
"Germany","Sudan","2004","1115","","1115",""
"Germany","Suriname","2004","1","","1",""
"Germany","Swaziland","2004","1","","1",""
"Germany","Sweden","2004","20","","20",""
"Germany","Switzerland","2004","6","","6",""
"Germany","Syrian Arab Rep.","2004","16184","","16184",""
"Germany","Tajikistan","2004","190","","190",""
"Germany","Thailand","2004","194","","194",""
"Germany","The former Yugoslav Rep. of Macedonia","2004","2971","","2971",""
"Germany","Togo","2004","5579","","5579",""
"Germany","Tonga","2004","4","","4",""
"Germany","Trinidad and Tobago","2004","2","","2",""
"Germany","Tunisia","2004","982","","982",""
"Germany","Turkey","2004","128419","","128419",""
